id,Name,Calcium_mg,Calories,Cholesterol <_mg,Cholesterol_mg,Contains,Dietary Fiber <_g,Dietary Fiber_g,Ingredients,Iron_mg,Potas._mg,Protein_g,Saturated Fat_g,Serving Size,Sodium_mg,Total Carbohydrate <_g,Total Carbohydrate_g,Total Fat_g,Total Sugars <_g,Total Sugars_g,Trans Fat_g,Vit. D_mcg
563,Minestrone Soup (vgn),53.0,70,,0.0,"Soy, Wheat",,3.0,"Water, Tomato Paste(Vine-ripened fres tomatoes and naturally dervied citric acid.), Diced Tomato(Vine-Ripened Fresh Peeled Tomatoes, Tomato Juice, Salt, And Calcium Chloride.), Red Kidney Bean (vgn), Fennel(Anise Fennel), Green Cabbage(Green Cabbage), Parsnip(Parsnip), Potatoes(Potato), Jumbo Carrot, Celery(Celery), Zucchini Squash, Onions, Roasted Vegetable Base(A Blend of Vegetables [Purees (Carrot, Celery, Onion, Sauteed Onion, Red Bell Pepper), Dehydrated (Tomato, Carrots, Green Bell Pepper, Onion), Juices (Onion, Garlic, Shallot, Carrot)], Sugar, Salt, Yeast Extract, Hydrolyzed Corn Protein, Contains 2% Or Less Of The Following: Maltodextrin, Canola Oil, Natural Flavors, Disodium Inosinate, Disodium Guanylate, Spice, Red Wine Concentrate, Hydrolyzed Soy Protein.), Macaroni, cooked(Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamin Mononitrate, Riboflavin, Folic Acid), Fresh Herbs, Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Fresh Herbs(Oregano), Peeled Garlic Clove, Spices(Spices, Thyme, Sage), Spices(Basil Leaves), Spices(Black Pepper), Kosher Salt(Kosher Salt), Spices(Dill Weed), Spices(Whole Bay Leaves)",0.86,440.0,3.0,0.0,6 oz. Ladle (222g),110.0,,14.0,1.0,,5.0,0.0,0.0
564,Three Cheese Flatbread (v),240.0,290,,25.0,"Milk, Wheat",,2.0,"All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Water, Gorganzola Cheese(Cultured Pasteurized Milk, Enzymes (Microbial), Salt, Mold.), Whole Wheat Flour(Whole Wheat Flour), Grated Parmesan Cheese (v)(Pasteurized Milk, Cheese Culture, Salt, Enzymes (Microbial).), Mozzarella Cheese (v)(Cultured Pasteurized Part-Skim Milk, Salt and Enzymes (Microbial).), Oil Cured Black Olive(Whole Oil Cured Olives, Salt, Sunflower Oil, Potassium Sorbate (Preservative). Caution: Contains Pits.), Sour Cream (v)(Cultured pasteurized grade A milk, cream, nonfat milk solids, modified food starch, sodium tripolyphosphate, guar gum, calcium sulfate, carrageenan, locust bean gum and potassium sorbate.), Peeled Garlic Clove, Extra Virgin Olive Oil (vgn)(Extra virgin olive oil), Kosher Salt(Kosher Salt), Dry Active Yeast(Yeast, Sorbitan Monostearate OR Large Flake Inactive Nutritional Yeast)",1.53,105.0,12.0,5.0,Piece (108g),800.0,,31.0,12.0,,0.0,0.0,0.0
565,Grilled BBQ Chicken Pizza,154.0,280,,35.0,"Milk, Soy, Wheat",,1.0,"Hi-Gluten Flour(Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Ascorbic Acid, Thiamin Mononitrate, Riboflavin, Folic Acid. Ascorbic Acid Added As A Dough Conditioner. OR Wheat Flour, Vitamin C (Ascorbic Acid added as a dough conditioner), Enzyme (added for improved baking), Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid.), Monterey Jack Cheese(Monterey Jack Cheese (Pateurized Milk, Cheese Cultures, Salt, Enzymes (microbial).), Halal Chicken Thigh(Halal Chicken Thigh), Warm Water, Tomato Sauce(Vine-Ripened Fresh Tomatoes, Salt, Onion Powder, Garlic Powder, Red Pepper And Naturally Derived Citric Acid. May Contain Shellfish, Eggs, Fish, Milk, Peanuts, Sesame, Soy, Tree Nuts, Wheat. OR Tomatoes, Salt, Dehydrated Onions, Dehydrated Garlic, Spices, Natural Flavorings, Sweet Bell Pepper, Citric Acid.), Ketchup (vgn)(Tomato concentrate from red ripe tomatoes, distilled vinegar, high fructose corn syrup, corn syrup, salt, spice, onion powder, natural flavoring. Or Tomato concentrate, high fructose corn syrup, distilled vinegar, corn syrup, salt, less than 2% of: spice, onion, natural flavors.), Onions(Red Onion), Canola Oil(Canola Oil), Brown Sugar (vgn)(Brown Sugar (Cane Sugar, Cane Syrups)), Onions, Fresh Herbs(Cilantro), Local Unfiltered Honey (v)(Honey), Lemons(Lemon), Molasses(Molasses or Cane Molasses), Worcestershire Sauce(Water, Vinegar, Corn Syrup, High Fructose Corn Syrup, Molasses, Salt, Caramel Color, Natural & Artifical Flavors, Corn Starch, Spices, Onion Powder, Garlic Powder, Tamarind, Citric Acid, Sodium Benzoate (preservative), Sulfiting Agent.), Spices(Granulated garlic), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Peeled Garlic Clove, Spices(Chili pepper, salt, spices, garlic, and silicon dioxide (added to make free flowing)), Dry Active Yeast(Yeast, Sorbitan Monostearate OR Large Flake Inactive Nutritional Yeast), Granulated Sugar (vgn)(Sugar), Spices(Paprika, And Silicon Dioxide (Added To Make Free Flowing).), Spices(Black Pepper), Tabasco Sauce (vgn)(Distilled vinegar, red pepper, salt.), Kosher Salt(Kosher Salt), Spices(Onion powder), Spices(Oregano), Spices(Garlic Powder)",2.04,105.0,15.0,4.5,Slice (114g),330.0,,31.0,11.0,,5.0,0.0,0.1
566,Cream Cheese Brownie Pie (v),31.0,240,,55.0,"Eggs, Milk, Wheat",,1.0,"Granulated Sugar (vgn)(Sugar), Cream Cheese (v)(Pasteurized Milk and Cream, Salt, Cheese Cultures (Microbial), Stabilizers (Guar Gum And Carob Bean Gum. OR Pasteurized Milk and Cream, Salt, Carob Bean Gum, Cheese Culture), Fresh Cage Free Egg(Egg), Unsalted Butter (v)(Pasteurized Cream, Natural Flavors (Lactic Acid, Starter Distillate)), All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Unsweetened Baking Cocoa(100% Cocoa), Flavorings(Water, Propylene Glycol, Caramel Color and Artificial Flavors.), Baking Powder Double Acting(Baking Soda (For Leavening) Cornstarch, Sodium Aluminum Sulfate (For Leavening), Calcium Sulfate, Monocalcium Phosphate (For Leavening).), Salt (vgn)(Salt, Yellow Prussiate Of Soda.)",1.39,65.0,3.0,7.0,Slice (65g),90.0,,33.0,12.0,,28.0,0.0,0.2
567,Baklava Cookie (w/nuts) (v),13.0,150,,20.0,"Eggs, Milk, Tree Nuts, Wheat",1.0,,"All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Granulated Sugar (vgn)(Sugar), Unsalted Butter (v)(Pasteurized Cream, Natural Flavors (Lactic Acid, Starter Distillate)), Shelled Walnut(Walnuts. Packed in a facility that processes on shared equipment with Peanuts, Tree Nuts, Wheat, Soy, and Egg.), Local Unfiltered Honey (v)(Honey), Fresh Cage Free Egg(Egg), Flavorings(Water, Propylene Glycol, Caramel Color and Artificial Flavors.), Baking Soda(Sodium bicarbonate), Baking Powder Double Acting(Baking Soda (For Leavening) Cornstarch, Sodium Aluminum Sulfate (For Leavening), Calcium Sulfate, Monocalcium Phosphate (For Leavening).), Spices(Ground Cinnamon), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Lemons",0.54,15.0,2.0,4.0,Cookie (33g),65.0,,18.0,8.0,,11.0,0.0,0.0
568,Chicken Adobo,28.0,310,,100.0,Soy,,0.0,"Halal Chicken Thigh(Halal Chicken Thigh), Water, Onions, Peeled Garlic Clove, Canola Oil(Canola Oil), Cornstarch(Corn starch), Plain Rice Vinegar(Rice vinegar (made from real rice), water, diluted with water to 4.2% acidity.), Chicken Base(Roasted Chicken, Salt, Sugar, Hydrolyzed Corn Protein, Contains 2% Or Less Of Chicken Fat, Onion Powder, Disodium Inosinate, Disodium Guanylate, Extractive of Turmeric (Color), Spice Extractive. OR Roasted Chicken, Salt, Hydrolyzed Corn Protein, Sugar, Chicken Fat, Maltodextrin, Containes 2% or less of Yeast Extract, Onion Powder, Disodium Inosinate, Disodium Guanylate, Turmeric (Color), Natural Flavoring, Extractive Of Annatto (Color).), Spices(A Blend Of Whole and Cracked Spices Including Allspice, Bay Leaves, Coriander, Cloves, Mustard, Red and Black Peppers GMO Free), Brown Sugar (vgn)(Brown Sugar (Cane Sugar, Cane Syrups)), Low Sodium Tamari Soy Sauce (vgn)(Water, Soybeans, Salt, Sugar, Alcohol, Vinegar, Lactic Acid. OR Water, Soybeans, Salt, Alcohol (To Preserve Freshness), Lactic Acid, Rice Vinegar. May Contain Shellfish, Eggs, Fish, Milk, Sesame.), Spices(Whole Bay Leaves)",1.74,260.0,28.0,3.5,4 OZ (225g),250.0,,8.0,17.0,,2.0,0.0,0.0
569,Fresh Green Beans with Garlic (v),51.0,70,,10.0,Milk,,3.0,"Fresh Green Bean(Bean), Unsalted Butter (v)(Pasteurized Cream, Natural Flavors (Lactic Acid, Starter Distillate)), Peeled Garlic Clove, Kosher Salt(Kosher Salt)",0.72,160.0,2.0,2.5,4 oz (114g),470.0,,9.0,4.0,,2.0,,0.0
570,Carnitas Taco,44.0,260,,60.0,Pork,,1.0,"Pork Butt Boneless(Pork), Corn Tortilla(Ingredients: Whole Grain Corn, Water, Vegetable Oil (Contains One or More of the Following: Cottonseed Oil, Corn Oil, Palm Oil), Contains 2% or Less of: Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Lime.), Onions, Kosher Salt(Kosher Salt), Spices(Black Pepper), Spices(Crushed Red Pepper Flake), Peeled Garlic Clove, Oranges(Water and Orange Juice), Pepsi (vgn)(Carbonated Water, Glucose-Fructose And/Or Sugar, Caramel Colour, Phosphoric Acid, Caffeine, Citric Acid, Natural Flavour.), Water",1.62,250.0,18.0,4.5,Taco (87g),310.0,,17.0,13.0,,0.0,,0.6
571,Roasted Tomato Salsa (vgn),3.0,5,,0.0,,,0.0,"All Roma Tomatoes(Tomato), Jalapeno(Jalapeno), Kosher Salt(Kosher Salt), Peeled Garlic Clove, Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Spices(Black Pepper)",0.04,65.0,0.0,0.0,1 oz Ladle (32g),20.0,,1.0,0.0,,0.0,0.0,0.0
572,Cilantro & Onion Mix (vgn),1.0,0,,0.0,,,0.0,"Onions, Fresh Herbs(Cilantro)",0.03,15.0,0.0,0.0,.25 OZ (7g),0.0,1.0,,0.0,,0.0,0.0,0.0
573,Taco Rajas (vgn),62.0,170,,0.0,,,7.0,"Corn Tortilla(Stone Ground Corn, White Corn, Water, Contains Less Than 2% Of (Propionic Acid, Guar Gum, Cellulose Gum, Benzoic Acid, Phosphoric Acid And Enzymes, Propylene Glycol,). Contains Traces Of Lime.), Onions, Anaheim Chile(Anaheim Pepper), Pasilla Chiles (poblano), Corn (vgn)(Corn), Tomatoes, Mushrooms Quarter cut(Mushroom), Canola Oil(Canola Oil), Water, Fresh Herbs(Cilantro), Jalapeno(Jalapeno), Garlic chopped, Kosher Salt(Kosher Salt), Spices(Black Pepper), Peeled Garlic Clove",2.41,540.0,5.0,0.0,Taco (114g),90.0,,28.0,6.0,,2.0,0.0,0.5
574,Spinach with Garlic & Ginger (vgn),104.0,50,,0.0,,,2.0,"Fresh Spinach(Spinach), All Roma Tomatoes(Tomato), Red Onion(Red Onion), Canola Oil(Canola Oil), Peeled Garlic Clove, Ginger Root, Kosher Salt(Kosher Salt), Spices(Black Pepper)",2.76,590.0,3.0,0.0,1/2 Cup (114g),135.0,,5.0,2.0,1.0,,0.0,0.0
575,Chimichurri Sauce (vgn),53.0,120,,0.0,,,1.0,"Fresh Herbs(Parsley), Canola Oil(Canola Oil), Red Wine Vinegar(Red Wine Vinegar, Potassium Metabisulfite, Diluted With Water To 5% Acidity.), Hot Water, Peeled Garlic Clove, Spices(Crushed Red Pepper Flake), Spices(Oregano Leaves), Spices(Thyme Leaves), Kosher Salt(Kosher Salt), Spices(Black Pepper)",1.85,140.0,1.0,1.0,1 oz (45g),130.0,,3.0,13.0,,0.0,0.0,0.0
576,Wild Rice (vgn),2.0,70,,0.0,,,1.0,"Wild Rice(Wild Rice), Water",0.4,65.0,3.0,0.0,1/2 Cup (66g),160.0,,14.0,0.0,,0.0,0.0,0.0
577,Fettuccine Pasta (vgn),7.0,150,,0.0,Wheat,,2.0,"Fettuccine Pasta(Semolina (wheat), durum wheat flour, vitamin b3 (niacin), iron (ferrous sulfate), vitamin b1 (thiamine mononitrate), vitamin b2 (riboflavin), folic acid. May contain eggs.), Water",1.01,35.0,6.0,0.0,1/3 Cup (79g),0.0,,30.0,1.0,,0.0,0.0,0.0
578,Greek Tomato Sauce (vgn),7.0,10,,0.0,,,0.0,"Tomato Sauce(Vine-Ripened Fresh Tomatoes, Salt, Onion Powder, Garlic Powder, Red Pepper And Naturally Derived Citric Acid. May Contain Shellfish, Eggs, Fish, Milk, Peanuts, Sesame, Soy, Tree Nuts, Wheat. OR Tomatoes, Salt, Dehydrated Onions, Dehydrated Garlic, Spices, Natural Flavorings, Sweet Bell Pepper, Citric Acid.), Diced Tomato(Vine-Ripened Fresh Peeled Tomatoes, Tomato Juice, Salt, And Calcium Chloride.), Onions, Extra Virgin Olive Oil (vgn)(Extra virgin olive oil), Kosher Salt(Kosher Salt), Spices(Oregano Leaves), Spices(Black Pepper)",0.16,90.0,0.0,0.0,1 oz. Ladle (31g),115.0,,2.0,0.0,,1.0,0.0,0.0
579,Lasagna Bolognese,333.0,340,,80.0,"Eggs, Milk, Pork, Wheat",,2.0,"Lasagna Sheet(Enriched Semolina Flour (Semolina Flour [Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid]), Water, Pasteurized Whole Eggs. OR Enriched Semolina Flour (Semolina Flour, {Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid}), Water, Pasteurized Whole Egg.), Ground Tomato(Vine-ripened fresh tomatoes and salt. OR Vine-ripened fresh tomatoes, salt and naturally derived citric acid.), Mozzerella, Shredded(Cultured Pasteurized Part-Skim Milk, Salt and Enzymes (Microbial).), Diced Tomato(Vine-Ripened Fresh Peeled Tomatoes, Tomato Juice, Salt, And Calcium Chloride.), Beef Ground Bulk(Ground Beef), Ricotta Cheese (v)(Pasteurized whey, cream and milk. (mircobial)), Ground Pork(Pork), Grated Parmesan Cheese (v)(Pasteurized Milk, Cheese Culture, Salt, Enzymes (Microbial).), Pancetta(Pork Belly, Salt, Sugar, Spices, Sodium Erythorbate, Sodium Nitrite, Garlic.), Red Wine(Wine, water, neutral spirits, salt, grape skin extract (color), tartaric acid, citric acid, potassium metabisulfite (preservative), potassium sorbate (preservative).), Pepper Green Bell #2(Bell Pepper), Onions, Peeled Garlic Clove, Spices(Basil Leaves), Spices(Black Pepper), Spices(Crushed Red Pepper Flake), Spices(Oregano Leaves), Kosher Salt(Kosher Salt), Spices(Thyme Leaves), Spices(Rosemary)",1.59,480.0,24.0,8.0,Piece (207g),560.0,,23.0,17.0,,4.0,0.0,0.2
580,Baked Rigatoni (v),132.0,200,,5.0,"Milk, Wheat",,3.0,"Rigatoni Pasta(Semolina (Wheat), Durum Wheat Flour, Vitamin B3 (Niacin), Iron (Ferrous Sulfate), Vitamin B1 (Thiamine Mononitrate), Vitamin B2 (Riboflavin), Folic Acid. May Contain Eggs.), Tomato Sauce(Vine-Ripened Fresh Tomatoes, Salt, Onion Powder, Garlic Powder, Red Pepper And Naturally Derived Citric Acid. May Contain Shellfish, Eggs, Fish, Milk, Peanuts, Sesame, Soy, Tree Nuts, Wheat. OR Tomatoes, Salt, Dehydrated Onions, Dehydrated Garlic, Spices, Natural Flavorings, Sweet Bell Pepper, Citric Acid.), Diced Tomato(Vine-Ripened Fresh Peeled Tomatoes, Tomato Juice, Salt, And Calcium Chloride.), Grated Parmesan Cheese (v)(Pasteurized Milk, Cheese Culture, Salt, Enzymes (Microbial).), Onions, Mozzerella Cheese, Shrdd(Cultured Pasteurized Part-Skim Milk, Salt and Enzymes (Microbial).), Fresh Herbs(Parsley), Extra Virgin Olive Oil (vgn)(Extra virgin olive oil), Fresh Herbs, Fresh Herbs(Parsley), Peeled Garlic Clove, Canola Oil(Canola Oil), Spices(Crushed Red Pepper Flake), Spices(Whole Bay Leaves), Water",1.7,310.0,9.0,2.0,Cup (178g),360.0,,30.0,4.0,,4.0,0.0,0.0
581,Carrot & Zucchini with Lemon Butter (v),28.0,120,,25.0,Milk,,2.0,"Carrot Jumbo, Zucchini, Unsalted Butter (v)(Pasteurized Cream, Natural Flavors (Lactic Acid, Starter Distillate)), Lemons(Lemon), Kosher Salt(Kosher Salt), Spices(Ground White Pepper)",0.34,290.0,1.0,6.0,1/2 Cup (113g),60.0,,6.0,11.0,,4.0,0.0,0.0
582,Fresh Spinach with Garlic (vgn),106.0,45,,0.0,,,2.0,"Fresh Spinach(Spinach), White Wine(Sauterne wine, salt, potassium metabisulfite (preservative). potassium sorbate (preservative)), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Peeled Garlic Clove, Peeled Shallot, Kosher Salt(Kosher Salt), Spices(Black Pepper)",2.86,590.0,3.0,0.0,1/2 Cup (114g),90.0,,4.0,2.0,1.0,,0.0,0.0
583,Tandoori Spiced Chicken,27.0,120,,45.0,Milk,,0.0,"Halal Chicken Thigh(Halal Chicken Thigh), Nonfat Plain Yogurt(Cultured Grade A Pasteurized Nonfat Milk, Nonfat Milk, Pectin, Carrageenan.), Lemons(Lemon), Canola Oil(Canola Oil), Kosher Salt(Kosher Salt), Peeled Garlic Clove, Spices(Spanish Paprika), Ginger Root, Spices(Black Pepper, Cumin, Cinnamon, Coriander, Nutmeg, and Spices. OR Coriander, Cumin, inger, Chili, Cloves, Bay Leaves, Cinnamon.), Spices(Coriander Seed), Spices(Chili pepper, spices, salt, silicon dioxide (added to make free flowing), and garlic.), Spices(Ground Cayenne Pepper), Spices(Turmeric)",0.82,125.0,12.0,1.5,2 oz (66g),130.0,,1.0,8.0,1.0,,0.0,0.0
584,Mujaddara Lentils and Rice (v),44.0,140,,0.0,Milk,,4.0,"Lentil(Lentils), Basmati Rice(Basmati Rice), Water, Nonfat Plain Yogurt(Cultured Grade A Pasteurized Nonfat Milk, Nonfat Milk, Pectin, Carrageenan.), Cucumber (vgn)(Cucumber), Canola Oil(Canola Oil), Peeled Garlic Clove, Kosher Salt(Kosher Salt), Spices(Black Cumin Seed), Fresh Herbs(Mint), Granulated Sugar (vgn)(Sugar), Fresh Herbs(Cilantro), Spices(Ground Coriander), Spices(Ground allspice), Spices(Black Pepper), Spices(Ground Cinnamon), Spices(Coriander Seed), Spices(Ground Cayenne Pepper)",1.96,220.0,5.0,0.0,5 oz (141g),270.0,,23.0,3.0,,2.0,0.0,0.0
585,Roasted Broccoli and Red Onion (vgn),39.0,60,,0.0,,,3.0,"Broccoli Crown, Onions(Red Onion), Canola Oil(Canola Oil), Kosher Salt(Kosher Salt), Spices(Black Pepper)",0.64,300.0,2.0,0.0,4 oz (113g),150.0,,9.0,2.0,,3.0,0.0,0.0
586,Blueberry Yogurt (v),80.0,45,5.0,,Milk,,0.0,"Cultured Grade A Pasteurized A Lowfat Milk, Blueberry Fruit (Sugar, Water, Blueberries, Corn Starch, Natural Flavor, Pectin, Locust Bean Gum, Fruit and Vegetable Juice For Color (Blueberry, Carrot), Citric Acid)",0.0,110.0,2.0,0.0,1/4 Cup (57g),30.0,,8.0,0.5,,7.0,0.0,0.0
587,Organic Fresh Strawberry (vgn),18.0,35,,0.0,,,2.0,Strawberry,0.46,170.0,1.0,0.0,1/2 Cup (113g),0.0,,9.0,0.0,,5.0,,0.0
588,Granola Parfait (v),46.0,130,,5.0,"Milk, Oats, Wheat",,2.0,"Fresh Blueberry(Blueberry), Sustainable Fresh Strawberry(Strawberry), Whole Plain Greek Yogurt (v)(Grade A Pasteurized Whole Milk, Live Active Cultures. Cultured after Pasteurization.), Old Fashion Oatmeal(Whole Grain Rolled Oats), Maple Syrup (vgn)(Corn Syrup, High Fructose Corn Syrup, Water, Contains 2% or Less of Salt, Sodium Benzoate and Potassium Sorbate (Preservatives), Natural and Artificial Flavor, Caramel Color. OR Corn Syrup, High Fructose Corn Syrup, Water, Sugar, Natural & Artificial Flavor, Salt, Cellulose Gum, Sodium Citrate & Potassium Sorbate (as preservatives), Caramel Color), Canola Oil(Canola Oil), Sweetened Coconut Flake(Desiccated Coconut Processed With Sugar, Water, Propylene Glycol, Salt, Sodium Metabisulfite Added As Preservative. May Contain Eggs, Milk, Peanuts, Soy, Tree Nuts, Wheat.), Flavorings(Water, Propylene Glycol, Caramel Color and Artificial Flavors.), Spices(Ground Cinnamon)",0.67,150.0,3.0,2.0,4 oz (113g),15.0,,17.0,7.0,,8.0,,0.0
589,Blueberry Muffin (v),98.0,270,,45.0,"Eggs, Milk, Wheat",,1.0,"All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Wild Blueberry (Frozen)(Wild Blueberries), Heavy Cream(Milk, cream), Granulated Sugar (vgn)(Sugar), Fresh Cage Free Egg(Egg), Canola Oil(Canola Oil), Brown Sugar (vgn)(Brown Sugar (Cane Sugar, Cane Syrups)), Butter Solid 1# Print(Pasteurized Cream, Salt), Baking Powder Double Acting(Baking Soda (For Leavening) Cornstarch, Sodium Aluminum Sulfate (For Leavening), Calcium Sulfate, Monocalcium Phosphate (For Leavening).), Flavorings(Water, Propylene Glycol, Caramel Color and Artificial Flavors.), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Spices(Nutmeg)",1.23,40.0,3.0,5.0,Muffin (84g),180.0,,33.0,14.0,,17.0,0.0,0.4
590,Cinnamon Coffee Cake (v),111.0,260,,20.0,"Eggs, Milk, Soy, Wheat",1.0,,"Sugar(Sugar), All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Homogenized Milk *ccp(Milk, vitamin D3), Shortening, Melted(Palm Oil. OR Partially Hydrogenated Soybean And Cottonseed Oils.), Unsalted Butter (v)(Pasteurized Cream, Natural Flavors (Lactic Acid, Starter Distillate)), Fresh Cage Free Egg(Egg), Baking Powder Double Acting(Baking Soda (For Leavening) Cornstarch, Sodium Aluminum Sulfate (For Leavening), Calcium Sulfate, Monocalcium Phosphate (For Leavening).), Spices(Ground Cinnamon), Salt (vgn)(Salt, Yellow Prussiate Of Soda.)",1.01,30.0,3.0,7.0,Slice (68g),260.0,,33.0,13.0,,19.0,0.0,0.2
591,Buttermilk Pancakes (v),9.0,50,5.0,,"Eggs, Milk, Soy, Wheat",,0.0,"Water, Pancake Mix(Enriched Bleached Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Sugar, Dextrose, Leavening (Baking Soda, Sodium Aluminum Phosphate, Monocalcium Phosphate), Salt, Defatted Soy Flour, Soybean Oil, Buttermilk. OR Enriched Flour (Wheat Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Sugar, Dextrose, Palm Oil, Leavening (Baking Soda, Sodium Acid Pyrophosphate, Monocalcium Phosphate). Contains 2% Or Less Of: Buttermilk, Salt, Eggs With Sodium Silicoaluminate, Soy Flour. Contains Wheat, Milk, Egg And Soy Ingredients. CATERING ONLY : Bleached Wheat Flour (enriched with niacin, iron, thiamine mononitrate, riboflavin, malted barely and folic acid), Corn flour, Dextrose, Whey (milk), Soybean Oil (citric acid added as preservative), Leavening (Sodium bicarbonate, sodium acid pyrophosphate, monocalcium phosphate, sodium aluminum phosphate), Salt, Butter Milk. Contains Wheat and Milk), Unsalted Butter (v)(Pasteurized Cream, Natural Flavors (Lactic Acid, Starter Distillate))",0.41,0.0,1.0,0.5,Pancake (57g),150.0,,8.0,1.5,,2.0,0.0,0.0
592,Mixed Greens Side Salad (vgn),17.0,80,,0.0,,1.0,,"Organic Mixed Spring Lettuce (vgn)(Spring Mix), Red Cabbage (vgn), Jumbo Carrot(Carrot), Balsamic Vinegar (vgn)(Balsamic Vinegar, Sulfur Dioxide.), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Granulated Sugar (vgn)(Sugar), Peeled Garlic Clove, Kosher Salt(Kosher Salt), Spices(Black Pepper)",0.42,115.0,1.0,0.0,Each (55g),35.0,,6.0,6.0,,4.0,0.0,0.0
593,Dragon Noodles (vgn),26.0,100,,0.0,"Sesame, Soy, Wheat",,2.0,"Yaki Soba Noodle(Enriched Wheat Flour [Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Folic Acid], Water, Wheat Gluten, Salt, Potassium Carbonate, FD & C Yellow # 5 & #6, and Soybean Oil.), Green Onion(Green Onion), Sesame Oil(Sesame oil (made from toasted white sesame seeds).), Radish(Radish), Plain Rice Vinegar(Rice vinegar (made from real rice), water, diluted with water to 4.2% acidity.), Granulated Sugar (vgn)(Sugar), Lemons, Black Sesame Seed(Black Sesame Seeds), Lemons(Lemon), Oil Hot Chili(Soybean Oil, Water, Dehydrated Garlic, Dried Chili Peppers, Salted Chili Peppers (Chili Peppers, Salt), Soy Sauce (Water, Salt, Soybeans, Wheat Flour), Salt, Sesame Oil, Sugar, Disodium 5'-Inosinate And Disodium 5'-Guanylate As Flavor Enhancers.), Chili Garlic Paste(Salted Chili Peppers (Chili Peppers, Salt), Water, Sugar, Rice Vinegar, Dehydrated Garlic, Modified Corn Starch, Acetic Acid. OR Chili, Salt, Garlic, Distilled Vinegar, Potassium Sorbate And Sodium Bisulfite As Preseravtives, Xanthan Gum.), Kosher Salt(Kosher Salt), Pickled Ginger(Ginger, Water, Salt, Acetic Acid, Citric Acid, Aspartame (Contains Phenylalanine), Potassium Sorbate, FD & C Red #40), Low Sodium Tamari Soy Sauce (vgn)(Water, Soybeans, Salt, Sugar, Alcohol, Vinegar, Lactic Acid. OR Water, Soybeans, Salt, Alcohol (To Preserve Freshness), Lactic Acid, Rice Vinegar. May Contain Shellfish, Eggs, Fish, Milk, Sesame.)",0.67,60.0,4.0,1.0,4 oz (101g),190.0,,21.0,4.0,,4.0,,
